,Yuval Berman,Marcus Korb,Kaylee Molin,Georgia Humphry,Claudio Vergara Saez,Connor Bottrell,Seth Cones,Luka Wright,Jo Pollitt,Samuel Mendez,Chong Wei,Dylan MacGregor,Nicole Feast,Kathi Froedrich,Valeria Mendez,Lucy Furfaro,Francesco De Toni,Francois Brassard,Marisa Duong,Jincheng Wang,Karissa Lear,Emma Gill,Shannon Algar,Manou Rosenberg,Bhedita Seewoo,Carlos Toro Huamanchumo,Dulce Vargas Landin,Fiona Panther,Maeva Perez,Rachel Newsome,Matthew Heydenrych,Jaqueline Diniz,Nishita Narwal,Madison Godfrey,Emily Hoffmann,Arthur Blackwood,Malik Diène,Mingxin Ye,Upama Aich,Jackson Rendall,Thomas Fellowes,Gladymar Perez Chacon,Yordanos Asgedom,Lauri Parr,Molly Schmidt,Peter Watson,Claire Doll,Karri Neldner,Curtis Rollins,Nishu Tyagi,Cassandra Tytler,Josef Richmond,Kit Prendergast
Chong Wei,0.19791622161865235,0.03510694317519665,0.22378038465976716,0.1622712552547455,0.23818943798542025,0.10087814629077911,0.49339106976985936,0.4724227022379637,0.20155267417430878,0.19604595601558686,0.0,0.3072403907775879,0.10203092992305757,0.2196571558713913,0.28729186058044437,0.19807013869285586,0.21732738018035888,0.24891986623406412,0.18515158295631412,0.09340460747480393,0.4459485054016114,0.28542993664741517,0.0978122342377901,0.05774137079715729,0.13389876931905748,0.1302142173051834,0.09689718186855317,0.19425046741962435,0.4492992743849754,0.4447047360241413,0.14807946383953094,0.09262997806072236,0.1850406274199486,0.14599413573741915,0.3460204601287842,0.28833138942718506,0.2568884938955307,0.23902633190155032,0.31475105583667756,0.3091392103582621,0.13845688700675965,0.10718559473752977,0.09897384122014047,0.09854560568928719,0.1389308124780655,0.1481344223022461,0.2131559133529663,0.274816045165062,0.16311601400375367,0.17224409133195878,0.29955276250839236,0.1512145131826401,0.267379778623581
Dylan MacGregor,0.22475003004074096,0.04177027642726898,0.15448876172304155,0.19187716841697694,0.2649318709969521,0.07199141941964626,0.34693453311920164,0.3438710376620293,0.3145587503910065,0.2158638060092926,0.3072403907775879,0.0,0.1607338309288025,0.2733077883720398,0.3453429520130158,0.16178036630153658,0.26496304869651793,0.34383416175842285,0.18236901164054872,0.08596857488155366,0.2942864879965782,0.30719053745269775,0.184820431470871,0.03069436326622963,0.016462053358554843,0.21797176301479343,0.08269514553248883,0.16274804044514896,0.33769037723541256,0.2876468181610108,0.2264978528022766,0.10283080190420152,0.1797774896025658,0.36783335208892826,0.29179135262966155,0.3664027512073517,0.2332812786102295,0.2054977685213089,0.3096781849861145,0.33915812969207765,0.09050003141164781,0.1730038031935692,0.1843675047159195,0.211536905169487,0.4229628205299378,0.08978501409292222,0.26624158173799517,0.3610349595546723,0.22703940868377684,0.13737079873681068,0.29099115133285525,0.09423126280307771,0.3050507783889771
Nicole Feast,0.11630932688713073,0.00796233415603638,0.34343883097171785,0.26162574887275697,0.06352875530719757,0.0858088843524456,0.049940633773803714,0.08809867948293687,0.11436729896813631,0.09604444652795792,0.10203092992305757,0.1607338309288025,0.0,0.14878501296043395,0.03812682032585144,0.09706229828298092,0.33806961178779604,0.08485668823122978,0.27100953459739685,0.08816464841365815,0.022257497906684878,0.15588075369596482,0.20766218602657321,0.047683516144752504,0.10260003805160522,0.20226725935935974,0.15800028741359712,0.18018680065870285,0.04460537731647492,0.009533524513244629,0.017237775027751923,0.028944139927625658,0.021305203437805176,0.11580533385276795,0.02403784915804863,0.17322488427162172,0.09907137453556061,0.10882222056388856,0.13665535449981692,0.03771837949752808,0.07319467067718506,0.20467593595385553,0.14960832782089709,0.05580060482025147,0.12625077813863755,0.02784024775028229,0.04916688986122608,0.22357543706893923,0.141694974899292,0.25120699405670166,0.1449042707681656,-0.010710830986499787,0.16416376233100893
Kathi Froedrich,0.29806190729141235,0.12964600250124933,0.2032981589436531,0.22311334013938902,0.168900965154171,0.20200546681880951,0.26157295107841494,0.22139655500650404,0.23607192039489747,0.3663894057273865,0.2196571558713913,0.2733077883720398,0.14878501296043395,0.0,0.19924166202545168,0.1735780477523804,0.42646111249923707,0.22988718450069426,0.3106521308422089,0.057663667947053916,0.1326700270175934,0.2618430435657501,0.2240960001945496,0.11571743190288544,0.061250353977084164,0.18529325425624849,0.12475299537181854,0.22349624037742616,0.2515244245529175,0.144009330868721,0.04211998507380486,0.09376235604286194,0.023164585605263712,0.24842656254768375,0.22788823246955872,0.22690569460392,0.1730820566415787,0.2822239339351654,0.24354315996170045,0.1839007318019867,0.1853738456964493,0.27784715890884404,0.2838954031467438,0.21416704356670382,0.36775462627410893,0.11663461625576019,0.21423553824424746,0.3340185642242432,0.20437187552452088,0.14879595786333086,0.33249818682670595,0.1182769626379013,0.21422787606716157
Valeria Mendez,0.19604467786848545,0.03545289635658264,0.155497944355011,0.13119936957955364,0.17718477845191954,0.03968518972396851,0.22294806838035586,0.09289603866636754,0.24061342477798464,0.11328600049018861,0.28729186058044437,0.3453429520130158,0.03812682032585144,0.19924166202545168,0.0,0.07061359509825707,0.16674318462610244,0.28387639224529265,0.14160610660910608,0.1296981580555439,0.15226323157548904,0.2372119963169098,0.16501525640487671,0.12189979776740074,0.022647020965814592,0.19010952897369862,0.03612866401672364,0.11739938706159592,0.2286943554878235,0.09874359220266343,0.14300114065408706,-0.0017376713454723344,0.10648177936673164,0.11304691135883332,0.21405233964324,0.5551898419857025,0.1478239431977272,0.133505929261446,0.4356846213340759,0.3369543641805649,0.008652219176292417,0.2135408490896225,0.11790289580821992,0.34079627394676204,0.31986606717109684,0.056106472760438925,0.3020269975066185,0.2787177383899689,0.3473608791828156,0.17639413215219976,0.3674035429954529,0.06436784639954568,0.3047656238079071
Lucy Furfaro,0.38897182941436764,0.22981171011924748,0.29245980978012087,0.19676033705472948,0.16732760071754457,0.19926204681396484,0.27011849582195285,0.2681925252079964,0.15684364438056947,0.28738088309764864,0.19807013869285586,0.16178036630153658,0.09706229828298092,0.1735780477523804,0.07061359509825707,0.0,0.285362845659256,0.2006412148475647,0.3907401263713837,0.09448163583874702,0.15215807855129243,0.1962329998612404,0.21594556570053103,0.18239207565784454,0.09145795851945877,0.23131499886512757,0.23450890183448792,0.21717379167675976,0.31418074965476994,0.09699706584215165,0.37698826789855955,0.11600862741470339,0.11433064565062524,0.12343040928244592,0.2301551163196564,0.10184690505266189,0.20620996356010438,0.2406566232442856,0.20147939622402194,0.2257594503462315,0.2843140840530396,0.2811978876590729,0.37101645469665534,0.18475383669137957,0.11125703975558282,0.15659106671810152,0.05499968230724335,0.20955924391746522,0.13801622092723848,0.14467143788933756,0.2027124583721161,0.08328549563884735,0.19516338407993317
Francesco De Toni,0.33320581912994385,0.06841623634099961,0.4102571308612824,0.42667163610458375,0.1494638741016388,0.21921947002410888,0.19902719557285312,0.2003040134906769,0.19461016058921815,0.4601811587810517,0.21732738018035888,0.26496304869651793,0.33806961178779604,0.42646111249923707,0.16674318462610244,0.285362845659256,0.0,0.23611300587654113,0.351133668422699,0.06912990361452104,0.1035843923687935,0.26291671991348264,0.2484716296195984,0.2374910652637482,0.0877923369407654,0.25258572697639464,0.32417877316474913,0.1928965136408806,0.180282361805439,0.08280583992600442,0.14214541837573053,0.07715816050767899,0.008619001135230064,0.17425317782908678,0.12379091940820217,0.151321679353714,0.20855268836021423,0.322790464758873,0.20216709971427918,0.17752754390239717,0.1822510600090027,0.2680442363023758,0.27227809429168703,0.2132401943206787,0.24196943640708923,0.058430817723274235,0.1677467033267021,0.28262290954589847,0.21062453389167787,0.2964681684970856,0.19635975062847139,0.056140855699777614,0.21370225548744204
Francois Brassard,0.23846837282180788,0.14807560816407206,0.1469010800123215,0.24247833490371706,0.18390608727931979,0.16438476741313934,0.3269574880599976,0.2626695424318313,0.2181242495775223,0.17885983884334566,0.24891986623406412,0.34383416175842285,0.08485668823122978,0.22988718450069426,0.28387639224529265,0.2006412148475647,0.23611300587654113,0.0,0.1925636723637581,0.12621060311794283,0.31598111391067507,0.2544208109378815,0.22704501748085024,0.19577000737190245,0.07866553254425525,0.19116551354527472,0.07247206866741181,0.2062288850545883,0.2938942015171051,0.28002448081970216,0.1783367715775967,0.12576132714748384,0.12074550092220307,0.15334769487380984,0.3755356013774872,0.32387614846229557,0.26654772758483886,0.25518413782119753,0.4151414513587952,0.34393294155597687,0.19296635389328004,0.1425117552280426,0.14532449766993524,0.23875025659799579,0.20244180858135224,0.17715620398521426,0.24403952658176423,0.25402704477310184,0.2521076798439026,0.11031016781926155,0.2912095844745636,0.164580774307251,0.3788101315498352
Marisa Duong,0.3482067435979843,0.017501768469810487,0.3657355546951295,0.2573419094085694,0.11365226805210116,0.15067873597145082,0.2024690628051758,0.19846063554286958,0.22106164693832397,0.2571857810020447,0.18515158295631412,0.18236901164054872,0.27100953459739685,0.3106521308422089,0.14160610660910608,0.3907401263713837,0.351133668422699,0.1925636723637581,0.0,0.13490750230848791,0.11760886162519456,0.22850894927978518,0.232526108622551,0.12910783439874648,0.1976128749549389,0.3669016003608704,0.4103557251393795,0.23635834455490112,0.2567945778369904,0.11574841737747193,0.33471010923385625,0.12110177055001259,0.0880318857729435,0.2571093365550041,0.15514010190963745,0.12666939422488213,0.22988167479634286,0.15539928376674653,0.15292773693799974,0.2318299174308777,0.15924521684646606,0.33085542321205147,0.3114364564418793,0.1781661866232753,0.23313124328851698,0.10180470943450928,0.11616055965423586,0.3113984525203705,0.18410847485065462,0.1790742516517639,0.19694840013980866,0.08305804133415223,0.16145717948675156
Jincheng Wang,0.22973504886031149,0.10968287885189057,0.18863670527935028,0.19051620364189148,0.12892842888832093,0.1195947676897049,0.18329679071903232,0.07365609295666219,0.15201965719461444,0.2125649333000183,0.09340460747480393,0.08596857488155366,0.08816464841365815,0.057663667947053916,0.1296981580555439,0.09448163583874702,0.06912990361452104,0.12621060311794283,0.13490750230848791,0.0,0.07495583593845367,0.19650364071130752,0.059839906543493276,0.15341220647096634,0.16497672498226165,0.1412886146456003,0.057934544235467914,0.16760880276560786,0.15362121164798737,0.055590595304965976,-0.00402159690856934,0.1456723392009735,0.20023681595921516,0.06980080287903548,0.10571803897619247,0.13434782922267913,0.2542656570672989,0.3574244976043702,0.18787434250116347,0.08574134707450867,0.18343079686164857,0.09980770498514176,0.0678713284432888,0.08841479644179345,0.1584571063518524,0.12854955494403839,0.10179782509803773,0.1757273867726326,0.11808167695999147,0.1742403194308281,0.19004011452198027,0.17955712676048277,0.091238921135664
Karissa Lear,0.17311741933226585,0.01851211115717888,0.10269628465175629,0.12563974857330323,0.28693237006664274,0.08392668962478637,0.2701360672712326,0.21126433312892914,0.2029728025197983,0.05246249437332154,0.4459485054016114,0.2942864879965782,0.022257497906684878,0.1326700270175934,0.15226323157548904,0.15215807855129243,0.1035843923687935,0.31598111391067507,0.11760886162519456,0.07495583593845367,0.0,0.0949225626885891,0.18195759505033493,0.07691695094108582,0.0318107008934021,0.1392258584499359,0.1402131497859955,0.19262227416038513,0.2600644499063492,0.23016042709350587,0.29201634526252745,0.1149065226316452,0.15151725709438324,0.04084494113922119,0.34764336943626406,0.3276910692453385,0.16668180823326112,0.13443518429994583,0.2601940229535103,0.3401826083660126,0.029164821654558186,0.13119125664234163,0.10835145413875581,0.14058104753494263,0.09058304429054262,0.09698160886764527,0.22235655933618548,0.22490054666996,0.2014914244413376,0.07776464819908142,0.2529764294624329,0.12256722748279572,0.15663012415170668
Emma Gill,0.292775309085846,0.12137776464223862,0.2613959848880768,0.30558433532714846,0.16626502871513368,0.11639347523450852,0.18820737898349763,0.15480173751711848,0.35026044547557833,0.39282400608062745,0.28542993664741517,0.30719053745269775,0.15588075369596482,0.2618430435657501,0.2372119963169098,0.1962329998612404,0.26291671991348264,0.2544208109378815,0.22850894927978518,0.19650364071130752,0.0949225626885891,0.0,0.30419048070907595,0.14013711959123612,0.03887129426002503,0.24494136571884156,0.16308566331863406,0.19284602999687198,0.22262427359819414,0.09003943651914596,0.09906955361366272,0.10031927824020387,0.06540993750095367,0.22793220728635788,0.1668775498867035,0.307711273431778,0.22836972475051878,0.3224087059497834,0.3445496439933777,0.1599982798099518,0.16624352335929873,0.3047226667404175,0.16888670921325685,0.30219816565513613,0.3003860652446747,0.16476302836090329,0.21197974681854248,0.349757206439972,0.3093024790287018,0.24054783433675767,0.4312763690948487,0.1699715912342072,0.1762772411108017
Shannon Algar,0.34774044156074524,0.02804531678557396,0.2590368092060089,0.28250811100006107,0.25229347944259645,0.24097123444080354,0.29367014169692995,0.17588577419519424,0.26529352664947514,0.27801380157470706,0.0978122342377901,0.184820431470871,0.20766218602657321,0.2240960001945496,0.16501525640487671,0.21594556570053103,0.2484716296195984,0.22704501748085024,0.232526108622551,0.059839906543493276,0.18195759505033493,0.30419048070907595,0.0,0.26162480264902116,0.06095838397741318,0.16627467051148415,0.09039001390337945,0.30997275114059447,0.18654805719852446,0.17698596864938737,0.13580922558903694,0.21564843952655793,0.10352188646793364,0.16149166822433475,0.12277231253683568,0.274825382232666,0.16811661422252655,0.29463187456130985,0.22630445659160614,0.1945641815662384,0.19392315149307252,0.1524531662464142,0.18130851089954375,0.16040940284729005,0.1417272984981537,0.18818770125508308,0.18226531445980074,0.30282810926437376,0.18530924022197723,0.20506563186645507,0.23702286481857301,0.19092631340026858,0.18160464763641357
Manou Rosenberg,0.2300094723701477,0.07049890458583832,0.2098560929298401,0.2978825569152832,0.27959802448749543,0.2341239869594574,0.16564809679985049,0.17915522754192353,0.1061981424689293,0.11474952846765518,0.05774137079715729,0.03069436326622963,0.047683516144752504,0.11571743190288544,0.12189979776740074,0.18239207565784454,0.2374910652637482,0.19577000737190245,0.12910783439874648,0.15341220647096634,0.07691695094108582,0.14013711959123612,0.26162480264902116,0.0,-0.013110320270061496,0.13894956521689894,0.2050211310386658,0.25782832503318787,0.08713573217391968,0.07504183650016785,0.12421784102916719,0.17831817269325256,0.05977830737829209,0.0449706694111228,0.12418644428253173,0.16218881309032443,0.18988322615623476,0.24967048168182376,0.1799758888781071,0.14921064972877504,0.19521391093730928,0.07848753035068512,0.09563771374523641,0.051506821811199185,0.07210553735494614,0.1469459891319275,0.17882476449012757,0.18741838634014132,0.20811725258827213,0.12007677927613258,0.17411453574895858,0.1673262119293213,0.13262011110782623
Bhedita Seewoo,0.04537579417228699,0.027364671230316162,0.2382069364190102,0.05653579607605935,0.07139501571655274,0.013066188991069795,0.08799897432327271,0.036690151691436766,0.10289308279752732,0.0373711496591568,0.13389876931905748,0.016462053358554843,0.10260003805160522,0.061250353977084164,0.022647020965814592,0.09145795851945877,0.0877923369407654,0.07866553254425525,0.1976128749549389,0.16497672498226165,0.0318107008934021,0.03887129426002503,0.06095838397741318,-0.013110320270061496,0.0,0.19931593835353853,0.1186721682548523,0.07283991053700448,0.06170085221529007,0.05434985756874085,0.13511165976524353,0.10017613768577575,0.43538049459457395,0.002597696334123612,0.09475753605365754,0.09999257400631906,0.15477591156959533,0.10256831645965576,0.059778809547424316,0.07871749624609947,0.07300056219100952,0.07697132229804993,0.1188586175441742,-0.004506941884756088,-0.03020976781845093,0.07423555254936218,0.04760282263159752,0.13915919959545137,0.115181303024292,0.1085108906030655,0.08247610181570053,0.1263240396976471,0.059973889589309694
Carlos Toro Huamanchumo,0.2547164022922516,0.05176450908184052,0.36570197343826294,0.1993550181388855,0.07431415915489198,0.10234517902135849,0.2783395051956177,0.14801570251584054,0.1914727330207825,0.3644024014472962,0.1302142173051834,0.21797176301479343,0.20226725935935974,0.18529325425624849,0.19010952897369862,0.23131499886512757,0.25258572697639464,0.19116551354527472,0.3669016003608704,0.1412886146456003,0.1392258584499359,0.24494136571884156,0.16627467051148415,0.13894956521689894,0.19931593835353853,0.0,0.10332388821989297,0.15792862921953205,0.1646069884300232,0.15934855341911316,0.07386527806520463,0.007675620913505557,0.06631088703870774,0.14116997867822648,0.11246516332030297,0.18406742811203006,0.20529794245958327,0.13763362392783166,0.17800562977790832,0.11921707093715667,0.1006332390010357,0.2413840025663376,0.31575089991092686,0.1800841968506575,0.21619917675852776,0.056863598525524146,0.1293199360370636,0.25864187926054,0.19770617932081225,0.35254128575325017,0.24674088954925538,0.04895263984799385,0.170123790204525
Dulce Vargas Landin,0.2409001111984253,0.04415273666381836,0.22612224742770196,0.2438499078154564,0.07814641445875167,0.11814257577061654,0.21153566986322403,0.13108814507722855,0.0418858826160431,0.20110678374767305,0.09689718186855317,0.08269514553248883,0.15800028741359712,0.12475299537181854,0.03612866401672364,0.23450890183448792,0.32417877316474913,0.07247206866741181,0.4103557251393795,0.057934544235467914,0.1402131497859955,0.16308566331863406,0.09039001390337945,0.2050211310386658,0.1186721682548523,0.10332388821989297,0.0,0.1795368477702141,0.23837736845016477,0.09036478623747826,0.21525146961212158,0.02913970164954663,0.049240224063396454,0.0736153706908226,0.11184176057577133,0.06339032649993898,0.1743517756462097,0.1623359799385071,0.13829921185970306,0.1540063105523586,0.23119723685085775,0.13087308555841445,0.1774790108203888,0.071351557970047,0.07773374170064926,0.082653146982193,0.0013856060802936556,0.16873506158590318,0.05565785448998213,0.14567963033914566,0.0837019294500351,-0.005033434927463531,0.13635193295776843
